編號	題名	型式	朝代	作者	內容
657	客中行		唐	李白	蘭陵美酒鬱金香，玉碗盛來琥珀光。但使主人能醉客，不知何處是他鄉。
658	題屏		唐	劉季孫	呢喃燕子語梁間，底事來驚夢裏閒。說與旁人渾不解，杖藜攜酒看芝山。
659	登山		唐	李涉	終日昏昏醉夢間，忽聞春盡強登山。因過竹院逢僧話，又得浮生半日閒。
660	送春		宋	王令	三月殘花落更開，小簷日日燕飛來。子規夜半猶啼血，不信東風喚不回。
661	客中初夏		宋	司馬光	四月清和雨乍晴，南山當戶轉分明。更無柳絮因風起，惟有葵花向日傾。
662	初夏睡起		宋	楊萬里	梅子流酸濺齒牙，芭蕉分綠上窗紗。日長睡起無情思，閑看兒童捉柳花。
663	田家		宋	范成大	晝出耘田夜績麻，村莊兒女各當家。童孫未解供耕織，也傍桑陰學種瓜。
664	題淮南寺		宋	程顥	南去北來休便休，白蘋吹盡楚江秋。道人不是悲秋客，一任晚山相對愁。
665	秋月		宋	程顥	清溪流過碧山頭，空水澄鮮一色秋。隔斷紅塵三十里，白雲紅葉兩悠悠。
666	立秋		宋	劉翰	乳鴉啼散玉屏空，一枕新涼一扇風。睡起秋聲無覓處，滿階梧葉月明中。
667	西湖（題臨安邸）		宋	林升	山外青山樓外樓，西湖歌舞幾時休？暖風薰得遊人醉，直把杭州作汴州。
668	西湖（曉出淨慈送林子方）		宋	楊萬里	畢竟西湖六月中，風光不與四時同。接天蓮葉無窮碧，映日荷花別樣紅。
669	湖上初雨		宋	蘇軾	水光瀲灩晴初好，山色空濛雨亦奇。欲把西湖比西子，淡粧濃抹總相宜。
670	水亭		宋	蔡確	紙屏石枕竹方床，手倦拋書午夢長。睡起莞然成獨笑，數聲漁笛在滄浪。
671	竹樓		唐	李嘉祐	傲吏身閒笑五侯，西江取竹起高樓。南風不用蒲葵扇，紗帽閒眠對水鷗。
672	觀書有感		宋	朱熹	半畝方塘一鑑開，天光雲影共徘徊。問渠那得清如許？為有源頭活水來。
673	冷泉亭		宋	林稹	一泓清可沁詩脾，冷暖年來只自知。流出西湖載歌舞，回頭不似在山時。
674	贈劉景文		宋	蘇軾	荷盡已無擎雨蓋，菊殘猶有傲霜枝。一年好景君須記，最是橙黃橘綠時。
675	題秋江獨釣圖		清	王士禎	一蓑一笠一扁舟，一丈絲綸一寸釣；一曲高歌一樽酒，一人獨釣一江秋。
676	暮江吟		唐	白居易	一道殘陽鋪水中，半江瑟瑟半江紅。可憐九月初三夜，露似真珠月似弓。
677	善惠偈		明	善惠	空手把鋤頭，步行騎水牛；人在橋上過，橋流水不流。
678	秦淮雜詩		清	王士禎	年來腸斷秣陵舟，夢繞秦淮水上樓。十日雨絲風片裏，濃春煙景似殘秋。
679	湖心亭		清	張錦麟	湖光如雲靜無波，綠酒紅亭倚醉歌。三面青山四圍水，藕花香處笛船多。
680	鶯		唐	吳融	日落林西鳥未知，自先飛上最高枝。千啼萬語不離恨，已去又來如有期。慣識江南春早處，長驚薊北夢回時。謝家園裏成吟久，只欠池塘一句詩。
681	竹石		清	鄭燮	咬定青山不放鬆，立根原在破岩中。千磨萬擊還堅勁，任你東西南北風。
682	村居		宋	張舜明	水繞陂田竹繞籬，榆錢落盡槿花稀；夕陽牛背無人臥，帶得寒鴉兩兩歸。
683	晚春		宋	王令	三月殘花落更開，小檐日日燕飛來。子規夜半猶啼血，不信東風喚不回。
684	臨安春雨初霽		宋	陸游	世味年來薄似紗，雖令騎馬客京華。小樓一夜聽春雨，深巷明朝賣杏花。矮紙斜行閑作草，晴窗細乳戲分茶。素衣莫起風塵嘆，猶及清明可到家。
685	咸陽城西樓晚眺		唐	許渾	一上高城萬里愁，蒹葭楊柳似汀洲；溪雲初起日沉閣，山雨欲來風滿樓。鳥下綠蕪秦苑夕，蟬鳴黃葉漢宮秋；行人莫問當年事，故國東來渭水流。
686	滿庭芳		宋	秦觀	山抹微雲，天黏衰草，畫角聲斷譙門；暫停征棹，聊共飲離尊。多少蓬萊舊事，空回首，煙靄紛紛。斜陽外，寒鴉數點，流水繞孤村。銷魂，當此際，香囊暗解，羅帶輕分。謾贏得青樓，薄倖名存。此去何時見也，襟袖上空染啼痕；傷情處：高城望斷，燈火已黃昏。
687	宿桐廬江寄廣陵舊遊		唐	孟浩然	山暝聽猿愁，滄江急夜流；風鳴雨岸葉，月照一孤舟。建德非吾土，維揚憶舊遊；還將雨行淚，遙寄海西頭。
688	石頭城		唐	劉禹錫	山圍故國周遭在，潮打空城寂寞回；淮水東邊舊時月，夜深還過女牆來。
689	秋寄從兄賈島		唐	無可	暝蟲暄暮色，默思坐西林。聽雨寒更徹，開門落葉深。昔因京邑病，並起洞庭心。亦是吾兄事，遲回共至今。
690	絕句		宋	趙孟頫	春寒側側掩重門，金鴨香殘火尚溫；燕子不來花又落，一庭風雨自黃昏。
691	壬戍清明作		明	屈大均	朝作輕雲暮作陰，愁中不覺已春深。落花有淚因風雨，啼鳥無情自古今。故國江山徒夢寐，中華人物又消沉。龍蛇四海歸無所，寒食年年愴客心。
692	道遇贊善庵		元	薩都刺	夕陽欲下少行人，綠遍苔茵路不分；修竹萬竿松影亂，山風吹作滿窗雲。
693	花非花		唐	白居易	花非花，霧非霧，夜半來，天明去，來如春夢幾多時，去似朝雲無覓處。
694	勞勞亭		唐	李白	天下傷心處，勞勞送客亭；春風知別苦，不遣柳條青。
695	三衢道中		宋	曾幾	梅子黃時日日晴，小溪泛盡卻山行。綠陰不減來時路，添得黃鸝四五聲。
696	夏日		宋	戴復古	乳鴨池塘水淺深，熟梅天氣半晴陰。東園載酒西園醉，摘盡枇杷一樹金。
697	晚樓閒坐		宋	黃庭堅	四顧山光接水光，憑欄十里芰荷香。清風明月無人管，并作南來一味涼。
698	梅		宋	王淇	不受塵埃半點侵，竹籬茅舍自甘心。只因誤識林和靖，惹得詩人說到今。
699	雪梅（其一）		宋	盧梅坡	梅雪爭春未肯降，騷人擱筆費評章。梅須遜雪三分白，雪卻輸梅一段香。
700	雪梅（其二）		宋	盧梅坡	有梅無雪不精神，有雪無詩俗了人。日暮詩成天又雪，與梅並作十分春。
701	曲江對酒（其一）		唐	杜甫	一片花飛減卻春，風飄萬點正愁人。且看欲盡花經眼，莫厭傷多酒入唇。江上小堂巢翡翠，苑邊高塚臥麒麟。細推物理須行樂，何用浮名絆此身。
702	曲江對酒（其二）		唐	杜甫	朝回日日典春衣，每日江頭盡醉歸。酒債尋常行處有，人生七十古來稀。穿衣蛺蝶深深見，點水蜻蜓款款飛。傳語風光共流轉，暫時相賞莫相違。
703	聞笛		唐	趙嘏	誰家吹笛畫樓中，斷續聲隨斷續風。響遏行雲橫碧落，清和冷月到簾櫳。興來三弄有桓子，賦就一篇懷馬融。曲罷不知人在否？餘音嘹喨尚飄空。
704	桃夭（周南）		周		桃之夭夭，灼灼其華；之子于歸，宜其室家。桃之夭夭，有蕡其實；之子于歸，宜其家室。桃之夭夭，其葉蓁蓁；之子于歸，宜其家人。
705	樛木（周南）		周		南有樛木，葛藟纍之，樂只君子，福履綏之。南有樛木，葛藟荒之；樂只君子，福履將之。
706	木瓜（國風 ‧ 魏）		周		投我以木瓜，報之以瓊琚。匪報也，永以為好也。投我以木桃，報之以瓊瑤。匪報也，永以為好也。投我以木李，報之以瓊玖，永以為好也。
707	女曰雞鳴（國風 ‧ 鄭）		周		女曰：「雞鳴」。士曰：「昧旦」。「子興視夜」。「明星有爛，將翱將翔，弋鳧與鴈」。「戈言加之，與子宜之。宜言飲酒。與子偕老。琴瑟在御，莫不靜好。」「知子之來之，雜佩以贈之；知子之順之，雜佩以問之；知子之好之，雜佩以報之。」
708	狡童（國風 ‧ 鄭）		周		彼狡童兮，不與我言兮，維子之故，使我不能餐兮！彼狡童兮，不與我食兮，維子之故，使我不能息兮！
709	子衿（國風 ‧ 鄭）		周		青青子衿，悠悠我心，縱我不往，子寧不嗣音？青青子衿，悠悠我心，縱我不往，子寧不來？挑兮達兮，在城闕兮。一日不見，如三月兮。
710	東方未明（國風 ‧ 齊）		周		東方未明，顛倒衣裳。顛之倒之，自公召之。東方未晞，顛倒裳衣。倒之顛之，自公令之。折柳樊圃，狂夫瞿瞿。不能辰夜，不夙則莫。
711	蒹葭（國風 ‧ 秦）		周		蒹葭蒼蒼，白露為霜，所謂伊人，在水一方，溯洄從之，道阻且長，溯游從之，宛在水中央。蒹葭淒淒，白露未晞。所謂伊人，在水之湄。溯洄從之，道阻且躋；溯游從之，宛在水中坻。蒹葭采采，白露未已，所謂伊人，在水之涘。溯洄從之，道阻且右，溯游從之，宛在水中沚。
712	無衣（國風 ‧ 秦）		周		豈曰無衣，與子同袍？王于興師，修我戈矛，與子同仇。豈曰無衣，與子同澤？王于興師，修我戈撠，與子偕作。豈曰無衣，與子同裳？王子興師，修我甲兵，與子偕行。
713	紅樓開卷詩		清	曹雪芹	滿紙荒唐言，一把辛酸淚。都云作者癡，誰解其中味？
714	甄士隱夢幻識通靈 賈雨村風塵懷閨秀		清	曹雪芹	自己受了他雨露之惠，我並無此水可還；他若下世為人，我也同去走一遭，但把我一生的眼淚還他，也還得過了！
715	甄士隱夢幻識通靈 賈雨村風塵懷閨秀		清	曹雪芹	假作真時真亦假，無為有處有還無。
716	甄士隱夢幻識通靈 賈雨村風塵懷閨秀		清	曹雪芹	慣養嬌生笑你癡，菱花空對雪澌澌。好防佳節元宵後，便是煙消火滅時。
717	甄士隱夢幻識通靈 賈雨村風塵懷閨秀		清	曹雪芹	未卜三生願，頻添一段愁。悶來時歛額，行去幾回頭。自顧風前影，誰堪月下儔？蟾光如有意，先上玉人樓。
718	好了歌		清	曹雪芹	世人都曉神仙好，惟有功名忘不了。古今將相在何方？荒塚一堆草沒了！世人都曉神仙好，只有金銀忘不了。終朝只恨聚無多，及到多時眼閉了！世人都曉神仙好，只有姣妻忘不了。君生日日說恩情，君死又隨人去了！世人都曉神仙好，只有兒孫忘不了。癡心父母古來多，孝順子孫誰見了！
719	甄士隱解「好了歌」		清	曹雪芹	陋室空堂，當年笏滿床；衰草枯楊，曾為歌舞場。蛛絲兒結滿雕梁，綠紗今又在蓬窗上。說什麼脂正濃，粉正香！如何雨鬢又成霜？昨日黃土隴頭埋白骨，今宵紅綃帳底臥鴛鴦。金滿箱，銀滿箱，轉眼乞丐人皆謗。正歎他人命不長，那知自己歸來喪？訓有方，保不定日後作強梁；擇膏梁，誰承望流落在煙花巷！因嫌紗帽小，致使鎖枷扛。昨憐破襖寒，今嫌紫蟒長。亂烘烘，你方唱罷我登場，反認他鄉是故鄉。甚荒唐，到頭來，都是為他人作嫁衣裳！
720	賈夫人仙逝揚州城 冷子興演說榮國府		清	曹雪芹	身後有餘忘縮手，眼前無路想回頭。
721	西江月		清	曹雪芹	無故尋愁覓恨，有時似傻如狂。縱然生得好皮囊，腹內原來草莽。潦倒不通庶務，愚頑怕讀文章。行為偏僻性乖張，那管世人誹謗？
722	西江月		清	曹雪芹	富貴不知樂業，貧窮難耐淒涼。可憐辜負好時光，於國於家無望。天下無能第一，古今不肖無雙。寄言紈 與膏梁：莫效此兒形狀！
723	賈寶玉神遊太虛境 警幻仙曲演紅樓夢		清	曹雪芹	春夢隨雲散，飛花逐水流。寄言眾兒女，何必覓閒愁？
724	賈寶玉神遊太虛境 警幻仙曲演紅樓夢		清	曹雪芹	橫聯：孽海情天。對聯：厚地高天，堪歎古今情不盡；癡男怨女，可憐風月債難酬。
725	賈寶玉神遊太虛境 警幻仙曲演紅樓夢		清	曹雪芹	霽月難逢，彩雲易散。心比天高，身為下賤。風流靈巧招人怨。壽夭多因誹謗生，多情公子空牽念。枉自溫柔和順，空云似桂如蘭。堪羨優伶有福，誰知公子無緣！根並荷花一莖香，平生遭際實堪傷。自從兩地生孤木，致使香魂返故鄉。可歎停機德，堪憐詠絮才！玉帶林中掛，金簪雪裏埋。二十年來辨是非，榴花開處照宮闈。三春爭及初春景？虎兔相逢大夢歸。才自清明志自高，生於末世運偏消。清明涕泣江邊望，千里東風一夢遙。
726	賈寶玉神遊太虛境 警幻仙曲演紅樓夢		清	曹雪芹	富貴又何為？襁褓之間父母違。展眼弔斜，暉湘江水逝楚雲飛。欲潔何曾潔，云空未必空。可憐金玉質，終陷淖泥中！子係中山狼，得志便猖狂。金閨花柳質，一載赴黃梁。勘破三春景不長，緇衣頓改昔年粧。可憐繡戶侯門女，獨臥青燈古佛旁！凡鳥偏從末世來，都知愛慕此生才。一從二令三人木，哭向金陵事更哀！勢敗休云貴，家亡莫論親。偶因濟村婦，巧得遇恩人。桃李春風結子完，到頭誰似一盆蘭？如冰水好空相妒，枉與他人作笑談。
727	賈寶玉神遊太虛境 警幻仙曲演紅樓夢		清	曹雪芹	情天情海幻情深，情既相逢必主淫。漫言不肖皆榮出，造釁開端實在寧。
728	紅樓夢引子		清	曹雪芹	開闢鴻濛，誰為情種？都只為風月情濃，奈何天，傷懷日，寂寞時，試遣愚衷：因此上，演出這悲金悼玉的紅樓夢。
729	終身誤		清	曹雪芹	都道是金玉良緣，俺只念木石前盟。空對著山中高晶瑩雪，終不忘世外仙姝寂寞林。歎人間，美中不足今方信：縱然是齊眉舉案，到底意難平！
730	枉凝眉		清	曹雪芹	一個是聞苑仙葩，一個是美玉無瑕。若說沒奇緣，今生偏又遇著他；若說有奇緣，如何心事終虛話？一個枉自嗟呀，一個空勞牽掛。一個是水中月，一個是鏡中花。想眼中能有多少淚珠兒？怎禁得秋流到冬，春流到夏？
731	恨無常		清	曹雪芹	喜榮華正好，恨無常又到。眼睜睜，把萬事全拋。蕩悠悠，芳魂銷耗。望家鄉，路遠山高，故向爹娘夢相尋告：兒命已入黃泉，天倫呵，須要退步抽身早！
732	分骨肉		清	曹雪芹	一帆風雨路三千，把骨肉家園齊來拋閃。恐哭損殘年，告爹娘，休把兒懸念：自古窮通皆有定，離合豈無緣？從今分兩地，各自保平安。奴去也，莫牽連！
733	樂中悲		清	曹雪芹	襁褓中，父母歎雙亡。縱居那綺羅叢，誰知嬌養？幸生來英豪闊大寬宏量，從未將兒女私情，略縈心上，好一似霽月光風耀玉堂。配得才貌仙郎，博得個地久天長，準折得幼年時坎坷形狀。終久是雲散高唐，水涸湘江：這是塵寰中消長，數應當，何必枉悲傷？
734	世難容		清	曹雪芹	氣質美如蘭，才華馥比仙，天生成孤癖人皆罕。你道是啖肉食--腥膻，視綺羅--俗厭；卻不知好高人愈妒，過潔世同嫌。可歎這青燈古殿人將老，孤負了紅粉朱樓春色闌！到頭來，依舊是風塵骯髒違心願，好一似無瑕白玉遭泥陷。又何須王孫公子歎無緣？
735	喜冤家		清	曹雪芹	中山狼，無情獸，全不念當日根由，一味的嬌奢淫蕩貪歡媾。覷著那侯門豔質同蒲柳，作踐的公府千金似下流。歎芳魂豔魄，一載蕩悠悠！
